id,text,emotion,intensity,gender,age
6977,"When the teacher asked me a question, I did not know the answer á and I just stood still for about a few minutes without saying a á word.",shame,2,female,22
6978,Once when I was in the cell group (religious activity) I found á that almost everyone in the group read the bible daily and I felt á guilty in my heart.,guilt,2,female,22
6979,When I read the newspaper that morning I found my candidature á number on the admission list of the Chinese university.  I was á satisfied and happy and the cumulative anxiety disappeared.  I á only wanted to cry out that I had succeeded.,joy,3,male,18
6980,Tutorial again !  A fearful feeling came to me when I sat on the á chair and looked at my fellow students all around.  I was really á scared that they would ask me some questions or challenge the á ideas that I had presented.,fear,3,male,18
6981,"The trick was really intolerable.  They hid it, and I was worried á and restless all day.  When I saw them I really wanted to slap á each one of them.",anger,2,male,18
6982,"A and I were walking along the new Asia stairway to the Chung Chi á college for our lecture and I saw him with her.  He put one arm á around her shoulder and laugher brightly and joyfully.  I did not á dare and did not want to look, just walked by them quickly.  The á interest of talking to A disappeared and I just wanted to remain á silent.  But I did not want A to know and so I left him and went á to F.  I should have expected this to happen.",sadness,3,male,18
6983,Knowing that I had to do the survey with him I felt very á reluctant.  Although I do not know him I feel disgusted by just á looking at him.  Thinking that the project lasted several days I á regreted having joined that project.,disgust,3,male,18
6984,During the lesson the teacher called me and asked me if I had á reported that I was late.  I pretended that I had but looking at á her eyes I knew that she knew that I was lying.  I thought that á it was really bad luck that she had examined the list of the á students who were late.,shame,3,male,18
6985,When I learnt that I could do further studies at the Chinese á university.,joy,3,female,18
6986,My best frieend left school recently.  The next day the weather á turned bad suddenly and the male class-mates turned off the á lights.  I remained on the table and was scared.,fear,3,female,18
6987,I was scolded by my mother for no reason.,anger,2,female,18
6988,When I learnt that I had been betrayed by my friend.,sadness,3,female,18
6989,"When I dined with my new friends, one of them kept reminding us á that he was superior.",disgust,1,female,18
6990,While dining with some accquaintances I was asked something á which I should have known but I did not know.,shame,2,female,18
6991,My friend came to the concert for my sake as it was me who had á organized it and the concert was unsuccessful.,guilt,2,female,18
6992,I was accepted by the Chinese university.,joy,2,female,20
6993,Waiting for the results of the High level examination.  I was á afraid of not being accepted.,fear,3,female,20
6994,I had a date with a friend to see a movie and my friend was late. á  I waited for a long hour and was very angry.,anger,3,female,20
6995,The quarrel between my  parents.,sadness,4,female,20
6996,During the Chinese lessons a student often showed off. Moreover á he misbehaved and dressed very badly.  So disgusting !,disgust,1,female,20
6997,I saw a bag on the street and just then a stranger passed by.  I á picked up the bag immediately and gave it to the stranger as I á thought that it belonged to him.  But it was not his bag and I á felt ashamed.,shame,3,female,20
6998,I refused to lend my homework to a friend.,guilt,3,female,20
6999,"Once, before I had learnt to swim, I stepped on a slippery slope á where there was a lot of moss and I slipped into the water.  The á water was very deep and I could not stand on my feet.  I sank á and had to use a lot of energy.",fear,2,female,20
7000,"One day when I was sitting in a not very crowded bus, a middle  á aged woman was standing beside me.  The person sitting next to me á got up to get off and this woman pushed me and occupied the seat. á  Then she took off her shoes and put her feet on the seat.",disgust,2,female,20
7001,When I saw a horrible movie - Alien.,fear,2,female,19
7002,"In 1983, my results at the university entrance exam were very á poor - far from what I had expected.   I thought that I would not á be accepted at the university.",sadness,3,female,19
7003,"I am disgusted by people who spoil their identity because of á misbehaviour.  This morning when I was in a crowded bus, I found á a seat on which a university student was sitting on one side and á he had put his bag and files next to him.  There was very little á space left and I sat down while he kept on reading.  Even when I á leaned on him he did not put his bag away.  He did not respond and á I felt very angry.",disgust,1,female,19
7004,During a lecture six students (including me) were asked to leave á the class as we had not prepared for the lesson.  I felt ashamed á and angry.,shame,1,female,19
7005,One evening I went fishing with some friends but we could not á fish as a fisherman had already put his net there.  We pulled á out the net to find only crabs in it so we threw the net away.  á The net was large and may have cost $1000.  The fisherman used á the net to earn a living and we had had thrown it.,guilt,3,female,19
7006,"I had a very close friend who went to Canada after her F.B, his  á departure was unavoidable.  When he came back during the Summer á holidays I was very happy as nothing had changed between us.",joy,4,male,20
7007,"The day before the university results came out I was both excited á and scared.  If I failed I did not know what I would do as I did á not want to work, my family was ambivalent.",fear,4,male,20
7008,Before the certificate examination I was very poor in Biology á (the worst result in my class).  Ever since F.5 it had been á getting poorer and poorer.  I had tried my best and had spent á most of my time studying this subject.  Finally my results were á so bad that I thought that it was just not fair.,anger,4,male,20
7009,My cat died from an illness.  It had been with us for 7 years.  á It was a lovely cat.  It had been ill for one or two weeks and á the veterinary surgeon had told us that it was dying.,sadness,4,male,20
7010,In secondary school I had a class-mate who talked too much.   á Once we went to the cinema after school and she sat next to me and á commented the movie throughout  - very disgusting.,disgust,3,male,20
7011,Our teacher had invited us to lunch and once at the canteen we á started introducing ourselves.  Two of the boys showed a lot of á interest in knowing personal details and then they started á talking about some activities held in the college.  I had little á interest in those activities so I talked to another student á sitting next to me as I was afraid that they would ask me á questions on those activities.,shame,4,male,20
7012,My younger sister wanted to take classes to learn a musical á instrument.  One Saturday morning my mother asked me to go with        á her for the registration.  I did not want to go  so I said that á there might be many bad people at the club.  As a resullt my á sister was scolded by my mother.,guilt,3,male,20
7013,When I could study at university.,joy,2,female,21
7014,When I forgot the lines of the play during an orientation camp.,fear,4,female,21
7015,Before the department meeting my friend ate a dish that I had á prepared for this meeting.,anger,2,female,21
7016,"I had a very short term romance during the summer vacations.  When á we first met I felt excited but I wanted to avoid him after we had met á a few times and so I proposed that we stay apart, I felt very á sad then.",sadness,3,female,21
7017,I felt disgusted on seeing my boyfriend after our separation.  á One day he was begging at the mass transit railway station and at á that moment I hated him.,disgust,1,female,21
7018,Acting in a play at the orientation camp made me feel timid.,shame,2,female,21
7019,I made my boyfriend so unhappy and depressed that I feel guilty.,guilt,1,female,21
7020,"My friend had organized a birthday party for me secretly, I was á very happy not so much for the presents but because they seemed á to care for me.",joy,2,male,19
